index,period,org_code,attendances,breaches,performance
1,2017-03-01,RF4,21289,2879,0.86
4,2017-03-01,R1H,30210,5902,0.8
9,2017-03-01,RQM,17414,2030,0.88
11,2017-03-01,RJ6,6654,1322,0.8
15,2017-03-01,RVR,12649,473,0.96
17,2017-03-01,RJ1,12385,2092,0.83
21,2017-03-01,RQX,10300,635,0.94
23,2017-03-01,RYJ,10020,2632,0.74
26,2017-03-01,RJZ,17810,4153,0.77
29,2017-03-01,RAX,9239,968,0.9
31,2017-03-01,RJ2,18137,2993,0.83
33,2017-03-01,R1K,12137,4874,0.6
37,2017-03-01,RAP,15077,2170,0.86
41,2017-03-01,RAL,19072,3267,0.83
44,2017-03-01,RJ7,13430,1667,0.88
47,2017-03-01,RAS,5838,1889,0.68
51,2017-03-01,RKE,8528,990,0.88
52,2017-03-01,RRV,12059,1252,0.9
57,2017-03-01,RDD,11981,1075,0.91
58,2017-03-01,RC1,6402,306,0.95
60,2017-03-01,RQ3,5732,173,0.97
61,2017-03-01,RJF,5360,272,0.95
63,2017-03-01,RGT,9567,766,0.92
65,2017-03-01,RFS,6889,631,0.91
67,2017-03-01,RDE,7562,651,0.91
70,2017-03-01,RTG,11780,1773,0.85
74,2017-03-01,RWH,9376,2290,0.76
77,2017-03-01,RLT,6726,799,0.88
80,2017-03-01,RR1,19628,3654,0.81
83,2017-03-01,RQQ,3766,405,0.89
84,2017-03-01,RGQ,7321,560,0.92
86,2017-03-01,RGP,6301,318,0.95
88,2017-03-01,RNQ,7653,1546,0.8
92,2017-03-01,RC9,8814,172,0.98
97,2017-03-01,RQ8,8163,1371,0.83
99,2017-03-01,RD8,7692,887,0.88
102,2017-03-01,RM1,10075,1372,0.86
104,2017-03-01,RGN,7832,993,0.87
106,2017-03-01,RNS,9027,1336,0.85
110,2017-03-01,RX1,15446,3187,0.79
117,2017-03-01,RXK,14665,2828,0.81
120,2017-03-01,RK5,8842,599,0.93
122,2017-03-01,RXW,10371,2217,0.79
126,2017-03-01,RJC,5572,198,0.96
128,2017-03-01,RAJ,8595,680,0.92
131,2017-03-01,RNA,9006,679,0.92
133,2017-03-01,RQW,8737,1935,0.78
134,2017-03-01,RCX,5320,496,0.91
135,2017-03-01,RL4,11505,1651,0.86
137,2017-03-01,RWD,13111,2737,0.79
138,2017-03-01,RRK,10032,1543,0.85
139,2017-03-01,RKB,11986,3213,0.73
142,2017-03-01,RWE,12697,3227,0.75
145,2017-03-01,RJE,15129,4019,0.73
148,2017-03-01,RBK,6360,1986,0.69
151,2017-03-01,RWG,8042,2644,0.67
153,2017-03-01,RGR,5887,419,0.93
154,2017-03-01,RWP,9976,2711,0.73
156,2017-03-01,RLQ,4618,915,0.8
158,2017-03-01,REM,7186,1449,0.8
160,2017-03-01,RCF,5480,379,0.93
161,2017-03-01,RBS,5349,216,0.96
162,2017-03-01,RFF,7146,537,0.92
163,2017-03-01,RXL,7064,2208,0.69
165,2017-03-01,RMC,8492,1563,0.82
167,2017-03-01,RAE,11362,864,0.92
170,2017-03-01,RWY,12967,337,0.97
171,2017-03-01,RW3,13272,2106,0.84
174,2017-03-01,RLN,7844,795,0.9
177,2017-03-01,RJR,6019,922,0.85
179,2017-03-01,RXP,10733,752,0.93
182,2017-03-01,RP5,11271,1035,0.91
184,2017-03-01,RJN,3998,704,0.82
186,2017-03-01,RXR,8923,2562,0.71
189,2017-03-01,RR7,7781,409,0.95
191,2017-03-01,RCD,3975,135,0.97
193,2017-03-01,RWA,11425,690,0.94
196,2017-03-01,RXN,5770,1793,0.69
199,2017-03-01,RR8,18152,1844,0.9
205,2017-03-01,RBT,5708,205,0.96
207,2017-03-01,RXF,20398,1515,0.93
208,2017-03-01,RNL,7821,1185,0.85
209,2017-03-01,RVW,5840,254,0.96
213,2017-03-01,RJL,11630,2006,0.83
215,2017-03-01,RTF,8260,671,0.92
217,2017-03-01,RW6,22930,4997,0.78
221,2017-03-01,RQ6,7715,2040,0.74
224,2017-03-01,RM3,8898,1355,0.85
226,2017-03-01,RCU,5440,227,0.96
227,2017-03-01,RHQ,9335,2094,0.78
230,2017-03-01,RTR,10362,558,0.95
232,2017-03-01,RE9,5071,99,0.98
234,2017-03-01,RVY,6542,1384,0.79
236,2017-03-01,RBN,8808,1757,0.8
238,2017-03-01,RWJ,8174,1652,0.8
239,2017-03-01,RMP,7390,869,0.88
240,2017-03-01,RTD,10697,1131,0.89
243,2017-03-01,RFR,6515,1054,0.84
245,2017-03-01,RM2,8420,685,0.92
246,2017-03-01,RTX,7121,1411,0.8
248,2017-03-01,RWW,6890,953,0.86
251,2017-03-01,RBL,8068,1965,0.76
254,2017-03-01,RRF,7741,936,0.88
255,2017-03-01,RCB,9036,1664,0.82
257,2017-03-01,RTK,8355,1383,0.83
263,2017-03-01,RXH,12686,2158,0.83
266,2017-03-01,RXQ,7101,873,0.88
272,2017-03-01,RN7,8866,904,0.9
274,2017-03-01,RBD,3607,69,0.98
276,2017-03-01,RVV,12737,3548,0.72
278,2017-03-01,RXC,9442,1822,0.81
280,2017-03-01,RDU,20403,1745,0.91
282,2017-03-01,RTE,11503,2555,0.78
283,2017-03-01,RN3,6515,1826,0.72
285,2017-03-01,RN5,9087,410,0.95
288,2017-03-01,R1F,3477,788,0.77
292,2017-03-01,RWF,11963,1448,0.88
294,2017-03-01,RPA,10452,2351,0.78
295,2017-03-01,RVJ,7222,844,0.88
296,2017-03-01,RBZ,3521,661,0.81
300,2017-03-01,RTH,11198,1676,0.85
303,2017-03-01,RK9,8345,1284,0.85
305,2017-03-01,RD3,5584,361,0.94
307,2017-03-01,RHU,9418,2688,0.71
311,2017-03-01,RHW,9380,594,0.94
313,2017-03-01,REF,6059,1664,0.73
315,2017-03-01,RH8,8240,614,0.93
317,2017-03-01,RA2,5854,205,0.96
318,2017-03-01,RD1,6218,1379,0.78
320,2017-03-01,RNZ,3807,303,0.92
328,2017-03-01,RTP,8344,412,0.95
330,2017-03-01,RBA,5394,311,0.94
332,2017-03-01,RDZ,6326,428,0.93
334,2017-03-01,RA9,5933,503,0.92
336,2017-03-01,RHM,8622,1012,0.88
338,2017-03-01,RA7,9307,1869,0.8
340,2017-03-01,RYR,11417,515,0.95
342,2017-03-01,RA3,4350,972,0.78
347,2017-03-01,RA4,3963,62,0.98
348,2017-02-01,RF4,17917,2694,0.85
351,2017-02-01,R1H,25955,6186,0.76
356,2017-02-01,RQM,14482,1942,0.87
358,2017-02-01,RJ6,5761,1374,0.76
362,2017-02-01,RVR,10654,534,0.95
364,2017-02-01,RJ1,10683,1471,0.86
368,2017-02-01,RQX,8790,507,0.94
370,2017-02-01,RYJ,8452,2565,0.7
373,2017-02-01,RJZ,15070,3754,0.75
376,2017-02-01,RAX,7677,1121,0.85
378,2017-02-01,RJ2,16054,3095,0.81
380,2017-02-01,R1K,10644,4616,0.57
384,2017-02-01,RAP,13091,2314,0.82
388,2017-02-01,RAL,16388,2485,0.85
391,2017-02-01,RJ7,11454,1178,0.9
394,2017-02-01,RAS,5179,2175,0.58
398,2017-02-01,RKE,7431,995,0.87
399,2017-02-01,RRV,10584,1144,0.89
404,2017-02-01,RDD,10152,847,0.92
405,2017-02-01,RC1,5530,444,0.92
407,2017-02-01,RQ3,4586,183,0.96
408,2017-02-01,RJF,4493,498,0.89
410,2017-02-01,RGT,8094,2093,0.74
412,2017-02-01,RFS,5840,703,0.88
414,2017-02-01,RDE,6371,779,0.88
417,2017-02-01,RTG,9800,1367,0.86
421,2017-02-01,RWH,8079,1935,0.76
425,2017-02-01,RLT,5658,1015,0.82
428,2017-02-01,RR1,16808,3902,0.77
431,2017-02-01,RQQ,3353,765,0.77
432,2017-02-01,RGQ,6478,723,0.89
434,2017-02-01,RGP,5269,683,0.87
436,2017-02-01,RNQ,6587,1502,0.77
440,2017-02-01,RC9,7677,199,0.97
445,2017-02-01,RQ8,6980,838,0.88
447,2017-02-01,RD8,6430,1181,0.82
450,2017-02-01,RM1,8464,2061,0.76
452,2017-02-01,RGN,6853,1104,0.84
454,2017-02-01,RNS,7796,1899,0.76
458,2017-02-01,RX1,13183,3028,0.77
465,2017-02-01,RXK,12951,3034,0.77
468,2017-02-01,RK5,7642,565,0.93
470,2017-02-01,RXW,8779,2497,0.72
475,2017-02-01,RJC,4651,225,0.95
477,2017-02-01,RAJ,7328,1079,0.85
480,2017-02-01,RNA,7769,1064,0.86
482,2017-02-01,RQW,7459,2395,0.68
483,2017-02-01,RCX,4553,433,0.9
484,2017-02-01,RL4,9797,1689,0.83
486,2017-02-01,RWD,11196,2759,0.75
487,2017-02-01,RRK,8753,1654,0.81
488,2017-02-01,RKB,10339,2822,0.73
491,2017-02-01,RWE,10612,2793,0.74
494,2017-02-01,RJE,12948,3777,0.71
497,2017-02-01,RBK,5593,1636,0.71
500,2017-02-01,RWG,7178,2324,0.68
502,2017-02-01,RGR,5050,812,0.84
503,2017-02-01,RWP,8647,2957,0.66
505,2017-02-01,RLQ,3908,965,0.75
507,2017-02-01,REM,6217,1713,0.72
509,2017-02-01,RCF,4577,254,0.94
510,2017-02-01,RBS,4536,137,0.97
511,2017-02-01,RFF,6281,943,0.85
512,2017-02-01,RXL,6229,2417,0.61
514,2017-02-01,RMC,7749,1231,0.84
516,2017-02-01,RAE,9969,988,0.9
519,2017-02-01,RWY,11252,737,0.93
520,2017-02-01,RW3,11747,2453,0.79
523,2017-02-01,RLN,7168,1242,0.83
526,2017-02-01,RJR,5275,713,0.86
528,2017-02-01,RXP,9468,1603,0.83
531,2017-02-01,RP5,9793,1360,0.86
533,2017-02-01,RJN,3436,775,0.77
535,2017-02-01,RXR,7824,2365,0.7
538,2017-02-01,RR7,6572,387,0.94
540,2017-02-01,RCD,3290,208,0.94
542,2017-02-01,RWA,9827,1957,0.8
545,2017-02-01,RXN,5084,1506,0.7
548,2017-02-01,RR8,15978,2830,0.82
554,2017-02-01,RBT,4861,410,0.92
556,2017-02-01,RXF,17442,3092,0.82
557,2017-02-01,RNL,6822,945,0.86
558,2017-02-01,RVW,5220,481,0.91
562,2017-02-01,RJL,9989,2698,0.73
564,2017-02-01,RTF,7094,1223,0.83
566,2017-02-01,RW6,20121,5159,0.74
569,2017-02-01,RQ6,6775,2290,0.66
572,2017-02-01,RM3,7598,1723,0.77
574,2017-02-01,RCU,4342,112,0.97
575,2017-02-01,RHQ,8460,2947,0.65
578,2017-02-01,RTR,8954,933,0.9
580,2017-02-01,RE9,4414,285,0.94
582,2017-02-01,RVY,5712,1228,0.79
584,2017-02-01,RBN,7740,2008,0.74
586,2017-02-01,RWJ,6831,1695,0.75
587,2017-02-01,RMP,6352,835,0.87
588,2017-02-01,RTD,9419,997,0.89
591,2017-02-01,RFR,5567,1417,0.75
593,2017-02-01,RM2,7435,964,0.87
594,2017-02-01,RTX,6113,1385,0.77
596,2017-02-01,RWW,5985,1428,0.76
599,2017-02-01,RBL,7050,2076,0.71
602,2017-02-01,RRF,6605,1063,0.84
603,2017-02-01,RCB,7930,2504,0.68
605,2017-02-01,RTK,7498,1503,0.8
611,2017-02-01,RXH,11012,2366,0.79
614,2017-02-01,RXQ,6153,1161,0.81
620,2017-02-01,RN7,7750,1313,0.83
622,2017-02-01,RBD,3084,192,0.94
624,2017-02-01,RVV,10975,3700,0.66
626,2017-02-01,RXC,7951,1903,0.76
628,2017-02-01,RDU,17357,1527,0.91
630,2017-02-01,RTE,9772,2248,0.77
631,2017-02-01,RN3,5913,2076,0.65
633,2017-02-01,RN5,7789,1022,0.87
636,2017-02-01,R1F,3039,600,0.8
640,2017-02-01,RWF,10386,1789,0.83
642,2017-02-01,RPA,8460,2016,0.76
643,2017-02-01,RVJ,6160,1128,0.82
644,2017-02-01,RBZ,3116,522,0.83
648,2017-02-01,RTH,9816,2005,0.8
651,2017-02-01,RK9,7229,1085,0.85
653,2017-02-01,RD3,4830,414,0.91
655,2017-02-01,RHU,7901,2493,0.68
659,2017-02-01,RHW,8112,817,0.9
661,2017-02-01,REF,5324,1324,0.75
663,2017-02-01,RH8,7214,637,0.91
665,2017-02-01,RA2,4979,307,0.94
666,2017-02-01,RD1,5272,1229,0.77
668,2017-02-01,RNZ,3223,543,0.83
676,2017-02-01,RTP,7142,647,0.91
678,2017-02-01,RBA,4751,332,0.93
680,2017-02-01,RDZ,5527,441,0.92
682,2017-02-01,RA9,5146,809,0.84
684,2017-02-01,RHM,7349,1528,0.79
686,2017-02-01,RA7,7904,1816,0.77
688,2017-02-01,RYR,9715,659,0.93
690,2017-02-01,RA3,3683,1125,0.69
695,2017-02-01,RA4,3374,133,0.96
696,2017-01-01,RF4,20430,5247,0.74
699,2017-01-01,R1H,28420,7426,0.74
704,2017-01-01,RQM,16920,3141,0.81
706,2017-01-01,RJ6,6618,1438,0.78
710,2017-01-01,RVR,11643,652,0.94
712,2017-01-01,RJ1,11677,1840,0.84
716,2017-01-01,RQX,10039,710,0.93
718,2017-01-01,RYJ,9744,3197,0.67
721,2017-01-01,RJZ,16752,4887,0.71
724,2017-01-01,RAX,8628,1652,0.81
726,2017-01-01,RJ2,17998,4454,0.75
728,2017-01-01,R1K,11961,5897,0.51
732,2017-01-01,RAP,14751,3543,0.76
736,2017-01-01,RAL,18559,3690,0.8
739,2017-01-01,RJ7,12656,1879,0.85
742,2017-01-01,RAS,5686,2776,0.51
746,2017-01-01,RKE,8255,1414,0.83
747,2017-01-01,RRV,11130,1517,0.86
751,2017-01-01,RDD,11165,1385,0.88
752,2017-01-01,RC1,6024,555,0.91
754,2017-01-01,RQ3,5130,248,0.95
755,2017-01-01,RJF,5150,1157,0.78
757,2017-01-01,RGT,8801,2361,0.73
759,2017-01-01,RFS,6644,1393,0.79
761,2017-01-01,RDE,6902,1627,0.76
764,2017-01-01,RTG,10806,2386,0.78
768,2017-01-01,RWH,8657,2148,0.75
772,2017-01-01,RLT,6258,1380,0.78
775,2017-01-01,RR1,18898,5019,0.73
778,2017-01-01,RQQ,3571,884,0.75
779,2017-01-01,RGQ,6788,1073,0.84
781,2017-01-01,RGP,5882,740,0.87
783,2017-01-01,RNQ,7088,2095,0.7
787,2017-01-01,RC9,8331,183,0.98
792,2017-01-01,RQ8,7343,1748,0.76
794,2017-01-01,RD8,7028,1621,0.77
797,2017-01-01,RM1,8944,2311,0.74
799,2017-01-01,RGN,7547,2278,0.7
801,2017-01-01,RNS,8353,1712,0.8
805,2017-01-01,RX1,14017,3472,0.75
812,2017-01-01,RXK,13929,2932,0.79
815,2017-01-01,RK5,8295,919,0.89
817,2017-01-01,RXW,9289,2882,0.69
822,2017-01-01,RJC,4949,379,0.92
824,2017-01-01,RAJ,7989,1484,0.81
826,2017-01-01,RNA,8593,1903,0.78
828,2017-01-01,RQW,8076,3019,0.63
829,2017-01-01,RCX,4996,684,0.86
830,2017-01-01,RL4,10711,2416,0.77
832,2017-01-01,RWD,12238,2977,0.76
833,2017-01-01,RRK,9640,2585,0.73
834,2017-01-01,RKB,11313,3361,0.7
837,2017-01-01,RWE,11691,4146,0.65
840,2017-01-01,RJE,14046,4583,0.67
843,2017-01-01,RBK,6401,2418,0.62
846,2017-01-01,RWG,7670,2696,0.65
848,2017-01-01,RGR,5353,681,0.87
849,2017-01-01,RWP,9170,3174,0.65
852,2017-01-01,RLQ,4195,1060,0.75
854,2017-01-01,REM,6896,2880,0.58
856,2017-01-01,RCF,4996,580,0.88
857,2017-01-01,RBS,4829,131,0.97
858,2017-01-01,RFF,6947,894,0.87
859,2017-01-01,RXL,6534,2406,0.63
861,2017-01-01,RMC,8074,1875,0.77
863,2017-01-01,RAE,11080,1468,0.87
866,2017-01-01,RWY,12385,967,0.92
867,2017-01-01,RW3,12022,2741,0.77
870,2017-01-01,RLN,7906,1681,0.79
873,2017-01-01,RJR,5675,1080,0.81
875,2017-01-01,RXP,10652,2797,0.74
878,2017-01-01,RP5,10771,1990,0.82
880,2017-01-01,RJN,3822,1153,0.7
882,2017-01-01,RXR,9071,3333,0.63
885,2017-01-01,RR7,7081,606,0.91
887,2017-01-01,RCD,3575,262,0.93
889,2017-01-01,RWA,10847,2066,0.81
892,2017-01-01,RXN,6350,1735,0.73
895,2017-01-01,RR8,17366,3508,0.8
901,2017-01-01,RBT,5404,1082,0.8
903,2017-01-01,RXF,19422,4444,0.77
904,2017-01-01,RNL,7502,1471,0.8
905,2017-01-01,RVW,5630,600,0.89
909,2017-01-01,RJL,10715,2370,0.78
911,2017-01-01,RTF,8126,1493,0.82
913,2017-01-01,RW6,21943,6004,0.73
916,2017-01-01,RQ6,7521,2659,0.65
919,2017-01-01,RM3,8292,1933,0.77
920,2017-01-01,RCU,4549,76,0.98
921,2017-01-01,RHQ,9180,2735,0.7
924,2017-01-01,RTR,9800,1156,0.88
926,2017-01-01,RE9,4925,725,0.85
928,2017-01-01,RVY,6048,1236,0.8
930,2017-01-01,RBN,8609,2619,0.7
932,2017-01-01,RWJ,7257,2140,0.71
933,2017-01-01,RMP,7037,1638,0.77
934,2017-01-01,RTD,9872,1405,0.86
937,2017-01-01,RFR,6275,1876,0.7
939,2017-01-01,RM2,8151,1295,0.84
940,2017-01-01,RTX,6612,1664,0.75
942,2017-01-01,RWW,6598,1431,0.78
945,2017-01-01,RBL,7665,1972,0.74
948,2017-01-01,RRF,6852,1604,0.77
949,2017-01-01,RCB,8546,3160,0.63
951,2017-01-01,RTK,8219,1664,0.8
957,2017-01-01,RXH,11727,2903,0.75
960,2017-01-01,RXQ,6779,1474,0.78
966,2017-01-01,RN7,8267,2229,0.73
968,2017-01-01,RBD,3402,193,0.94
970,2017-01-01,RVV,11837,4875,0.59
972,2017-01-01,RXC,8771,2335,0.73
974,2017-01-01,RDU,19458,2980,0.85
976,2017-01-01,RTE,10613,2697,0.75
977,2017-01-01,RN3,6556,1995,0.7
979,2017-01-01,RN5,8914,1974,0.78
982,2017-01-01,R1F,3244,819,0.75
986,2017-01-01,RWF,11206,3056,0.73
988,2017-01-01,RPA,9088,2548,0.72
989,2017-01-01,RVJ,6687,1651,0.75
990,2017-01-01,RBZ,3429,403,0.88
994,2017-01-01,RTH,10450,1833,0.82
997,2017-01-01,RK9,7728,1634,0.79
999,2017-01-01,RD3,5315,653,0.88
1001,2017-01-01,RHU,8906,2966,0.67
1005,2017-01-01,RHW,9158,1209,0.87
1007,2017-01-01,REF,5580,1366,0.76
1009,2017-01-01,RH8,7798,757,0.9
1011,2017-01-01,RA2,5570,767,0.86
1012,2017-01-01,RD1,5818,1763,0.7
1014,2017-01-01,RNZ,3550,581,0.84
1022,2017-01-01,RTP,7711,1004,0.87
1024,2017-01-01,RBA,5198,453,0.91
1026,2017-01-01,RDZ,5994,665,0.89
1028,2017-01-01,RA9,5863,1088,0.81
1030,2017-01-01,RHM,8230,1472,0.82
1032,2017-01-01,RA7,8566,1985,0.77
1034,2017-01-01,RYR,10512,1030,0.9
1036,2017-01-01,RA3,4073,1471,0.64
1041,2017-01-01,RA4,3812,162,0.96
1042,2016-12-01,RF4,21096,3929,0.81
1045,2016-12-01,R1H,29522,7298,0.75
1050,2016-12-01,RQM,16931,2675,0.84
1052,2016-12-01,RJ6,6551,1483,0.77
1056,2016-12-01,RVR,12585,768,0.94
1058,2016-12-01,RJ1,12254,1716,0.86
1062,2016-12-01,RQX,10278,642,0.94
1064,2016-12-01,RYJ,9996,3530,0.65
1067,2016-12-01,RJZ,17326,5682,0.67
1070,2016-12-01,RAX,9191,1417,0.85
1072,2016-12-01,RJ2,18393,4254,0.77
1074,2016-12-01,R1K,12163,5392,0.56
1078,2016-12-01,RAP,14918,3078,0.79
1082,2016-12-01,RAL,19157,3695,0.81
1085,2016-12-01,RJ7,12785,1537,0.88
1088,2016-12-01,RAS,5868,2777,0.53
1092,2016-12-01,RKE,8238,1169,0.86
1093,2016-12-01,RRV,11196,1565,0.86
1097,2016-12-01,RDD,11910,1316,0.89
1098,2016-12-01,RC1,6147,614,0.9
1100,2016-12-01,RQ3,5297,368,0.93
1101,2016-12-01,RJF,5228,1190,0.77
1103,2016-12-01,RGT,9127,2262,0.75
1105,2016-12-01,RFS,6708,1247,0.81
1107,2016-12-01,RDE,7272,2135,0.71
1109,2016-12-01,RTG,11375,2504,0.78
1113,2016-12-01,RWH,9048,1983,0.78
1117,2016-12-01,RLT,6396,1119,0.83
1120,2016-12-01,RR1,18850,4047,0.79
1123,2016-12-01,RQQ,3574,1007,0.72
1124,2016-12-01,RGQ,7206,692,0.9
1126,2016-12-01,RGP,6005,616,0.9
1128,2016-12-01,RNQ,7469,1546,0.79
1132,2016-12-01,RC9,8572,171,0.98
1137,2016-12-01,RQ8,7412,1471,0.8
1139,2016-12-01,RD8,7931,1585,0.8
1142,2016-12-01,RM1,9632,2151,0.78
1145,2016-12-01,RGN,8206,2454,0.7
1147,2016-12-01,RNS,8679,1596,0.82
1151,2016-12-01,RX1,14569,3901,0.73
1158,2016-12-01,RXK,13578,3319,0.76
1161,2016-12-01,RK5,8466,722,0.91
1163,2016-12-01,RXW,9667,2523,0.74
1168,2016-12-01,RJC,5226,393,0.92
1170,2016-12-01,RAJ,8375,2252,0.73
1172,2016-12-01,RNA,8720,1495,0.83
1174,2016-12-01,RQW,8432,2584,0.69
1175,2016-12-01,RCX,4970,348,0.93
1176,2016-12-01,RL4,10541,1591,0.85
1178,2016-12-01,RWD,12617,2837,0.78
1179,2016-12-01,RRK,9449,2179,0.77
1180,2016-12-01,RKB,11507,3100,0.73
1183,2016-12-01,RWE,12221,4881,0.6
1186,2016-12-01,RJE,14278,5110,0.64
1189,2016-12-01,RBK,6268,2093,0.67
1192,2016-12-01,RWG,8117,2452,0.7
1194,2016-12-01,RGR,5511,744,0.86
1195,2016-12-01,RWP,9735,3568,0.63
1198,2016-12-01,RLQ,4490,1318,0.71
1200,2016-12-01,REM,6945,2918,0.58
1202,2016-12-01,RCF,5335,694,0.87
1203,2016-12-01,RBS,5230,402,0.92
1204,2016-12-01,RFF,6980,1149,0.84
1205,2016-12-01,RXL,6902,2690,0.61
1207,2016-12-01,RMC,8874,1959,0.78
1209,2016-12-01,RAE,11737,2104,0.82
1212,2016-12-01,RWY,12735,957,0.92
1214,2016-12-01,RW3,12681,2380,0.81
1217,2016-12-01,RLN,8164,1090,0.87
1220,2016-12-01,RJR,5912,1152,0.81
1222,2016-12-01,RXP,10593,2360,0.78
1225,2016-12-01,RP5,10927,1811,0.83
1227,2016-12-01,RJN,4153,884,0.79
1229,2016-12-01,RXR,9428,3024,0.68
1232,2016-12-01,RR7,7549,504,0.93
1234,2016-12-01,RCD,4065,363,0.91
1236,2016-12-01,RWA,10770,1504,0.86
1239,2016-12-01,RXN,7640,2308,0.7
1242,2016-12-01,RR8,17763,4275,0.76
1248,2016-12-01,RBT,5284,752,0.86
1250,2016-12-01,RXF,19596,4516,0.77
1251,2016-12-01,RNL,7406,1053,0.86
1252,2016-12-01,RVW,5811,658,0.89
1256,2016-12-01,RJL,10790,2115,0.8
1258,2016-12-01,RTF,8620,2083,0.76
1260,2016-12-01,RW6,22409,5784,0.74
1263,2016-12-01,RQ6,7524,2709,0.64
1266,2016-12-01,RM3,8662,1413,0.84
1267,2016-12-01,RCU,5114,177,0.97
1268,2016-12-01,RHQ,9465,3380,0.64
1271,2016-12-01,RTR,10109,992,0.9
1273,2016-12-01,RE9,4833,444,0.91
1275,2016-12-01,RVY,6506,1013,0.84
1277,2016-12-01,RBN,8599,2234,0.74
1279,2016-12-01,RWJ,7897,2414,0.69
1280,2016-12-01,RMP,7165,1703,0.76
1281,2016-12-01,RTD,10614,1422,0.87
1284,2016-12-01,RFR,2572,535,0.79
1285,2016-12-01,RM2,8542,1389,0.84
1286,2016-12-01,RTX,7222,1578,0.78
1288,2016-12-01,RWW,6544,1489,0.77
1291,2016-12-01,RBL,8142,1819,0.78
1294,2016-12-01,RRF,7470,1298,0.83
1295,2016-12-01,RCB,9147,2887,0.68
1297,2016-12-01,RTK,8574,1661,0.81
1303,2016-12-01,RXH,12300,2597,0.79
1306,2016-12-01,RXQ,7043,1456,0.79
1312,2016-12-01,RN7,8993,2187,0.76
1314,2016-12-01,RBD,3439,77,0.98
1316,2016-12-01,RVV,12487,4481,0.64
1318,2016-12-01,RXC,9136,2055,0.78
1320,2016-12-01,RDU,19713,2228,0.89
1322,2016-12-01,RTE,10843,2809,0.74
1323,2016-12-01,RN3,6665,2085,0.69
1325,2016-12-01,RN5,8976,1391,0.85
1328,2016-12-01,R1F,3391,672,0.8
1332,2016-12-01,RWF,11901,2740,0.77
1334,2016-12-01,RPA,10002,2640,0.74
1335,2016-12-01,RVJ,6908,1523,0.78
1336,2016-12-01,RBZ,3613,405,0.89
1340,2016-12-01,RTH,10813,1105,0.9
1343,2016-12-01,RK9,7874,1289,0.84
1345,2016-12-01,RD3,5406,567,0.9
1347,2016-12-01,RHU,9081,3065,0.66
1351,2016-12-01,RHW,9238,846,0.91
1353,2016-12-01,REF,5840,1324,0.77
1355,2016-12-01,RH8,8087,677,0.92
1357,2016-12-01,RA2,5975,1051,0.82
1358,2016-12-01,RD1,6028,993,0.84
1360,2016-12-01,RNZ,3703,433,0.88
1368,2016-12-01,RTP,8662,883,0.9
1370,2016-12-01,RBA,5388,460,0.91
1372,2016-12-01,RDZ,6080,433,0.93
1374,2016-12-01,RA9,5959,1128,0.81
1376,2016-12-01,RHM,8467,1280,0.85
1378,2016-12-01,RA7,9091,2196,0.76
1380,2016-12-01,RYR,11485,1106,0.9
1382,2016-12-01,RA3,4235,1413,0.67
1387,2016-12-01,RA4,4082,245,0.94
1388,2016-11-01,RF4,20117,2612,0.87
1391,2016-11-01,R1H,28843,5298,0.82
1396,2016-11-01,RQM,16478,1985,0.88
1398,2016-11-01,RJ6,6179,1044,0.83
1402,2016-11-01,RVR,12294,562,0.95
1404,2016-11-01,RJ1,12129,2487,0.79
1408,2016-11-01,RQX,9946,663,0.93
1410,2016-11-01,RYJ,9741,3094,0.68
1413,2016-11-01,RJZ,16842,4568,0.73
1416,2016-11-01,RAX,8776,1159,0.87
1418,2016-11-01,RJ2,17774,3695,0.79
1420,2016-11-01,R1K,11526,4062,0.65
1424,2016-11-01,RAP,13981,2301,0.84
1428,2016-11-01,RAL,18771,3278,0.83
1431,2016-11-01,RJ7,12654,911,0.93
1434,2016-11-01,RAS,5701,2295,0.6
1438,2016-11-01,RKE,8271,1232,0.85
1439,2016-11-01,RRV,11512,1673,0.85
1443,2016-11-01,RDD,11284,789,0.93
1444,2016-11-01,RC1,5998,434,0.93
1446,2016-11-01,RQ3,5680,584,0.9
1447,2016-11-01,RJF,5081,780,0.85
1449,2016-11-01,RGT,9273,2545,0.73
1451,2016-11-01,RFS,6674,634,0.91
1453,2016-11-01,RDE,7028,898,0.87
1455,2016-11-01,RTG,10817,1777,0.84
1459,2016-11-01,RWH,9063,1416,0.84
1463,2016-11-01,RLT,6425,931,0.86
1466,2016-11-01,RR1,18764,3164,0.83
1469,2016-11-01,RQQ,3696,736,0.8
1470,2016-11-01,RGQ,7134,1032,0.86
1472,2016-11-01,RGP,5767,569,0.9
1474,2016-11-01,RNQ,7145,1526,0.79
1478,2016-11-01,RC9,8316,126,0.98
1483,2016-11-01,RQ8,7393,1256,0.83
1485,2016-11-01,RD8,7112,969,0.86
1488,2016-11-01,RM1,9373,1410,0.85
1491,2016-11-01,RGN,7912,2224,0.72
1493,2016-11-01,RNS,8699,1609,0.82
1497,2016-11-01,RX1,14832,3513,0.76
1504,2016-11-01,RXK,14002,3224,0.77
1507,2016-11-01,RK5,8493,535,0.94
1509,2016-11-01,RXW,9692,2345,0.76
1514,2016-11-01,RJC,5116,201,0.96
1516,2016-11-01,RAJ,8083,1862,0.77
1518,2016-11-01,RNA,8501,1183,0.86
1520,2016-11-01,RQW,8533,2512,0.71
